year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,deforestation_hectares
"2006","INDONESIA","ID","SULAWESI SELATAN","ID-73","SULAWESI","ID-SL","4588.05952941177"
"2006","INDONESIA","ID","SULAWESI TENGAH","ID-72","SULAWESI","ID-SL","16405.4463529413"
"2006","INDONESIA","ID","SULAWESI TENGGARA","ID-74","SULAWESI","ID-SL","16931.136"
"2006","INDONESIA","ID","SULAWESI UTARA","ID-71","SULAWESI","ID-SL","2005.07364705885"
"2006","INDONESIA","ID","SUMATERA BARAT","ID-13","SUMATERA","ID-SM","22793.7797647087"
"2006","INDONESIA","ID","SUMATERA SELATAN","ID-16","SUMATERA","ID-SM","5951.02447058774"
"2006","INDONESIA","ID","SUMATERA UTARA","ID-12","SUMATERA","ID-SM","26128.7749411759"
"2007","INDONESIA","ID","ACEH","ID-11","SUMATERA","ID-SM","7921.68670588238"
"2007","INDONESIA","ID","BALI","ID-51","NUSA TENGGARA","ID-NU","16.56"
"2007","INDONESIA","ID","BANTEN","ID-36","JAWA","ID-JW","11.3262352941176"
"2007","INDONESIA","ID","BENGKULU","ID-17","SUMATERA","ID-SM","2078.85917647063"
"2007","INDONESIA","ID","D I YOGYAKARTA","ID-34","JAWA","ID-JW","0"
"2007","INDONESIA","ID","DKI JAKARTA","ID-31","JAWA","ID-JW","0"
"2007","INDONESIA","ID","GORONTALO","ID-75","SULAWESI","ID-SL","1314.34800000002"
"2007","INDONESIA","ID","JAMBI","ID-15","SUMATERA","ID-SM","58324.137882361"
"2007","INDONESIA","ID","JAWA BARAT","ID-32","JAWA","ID-JW","207.628235294119"
"2007","INDONESIA","ID","JAWA TENGAH","ID-33","JAWA","ID-JW","114.84"
"2007","INDONESIA","ID","JAWA TIMUR","ID-35","JAWA","ID-JW","485.594823529415"
"2007","INDONESIA","ID","KALIMANTAN BARAT","ID-61","KALIMANTAN","ID-KA","58476.4492941191"
"2007","INDONESIA","ID","KALIMANTAN SELATAN","ID-63","KALIMANTAN","ID-KA","9740.56235294068"
"2007","INDONESIA","ID","KALIMANTAN TENGAH","ID-62","KALIMANTAN","ID-KA","185728.105411787"
"2007","INDONESIA","ID","KALIMANTAN TIMUR","ID-64","KALIMANTAN","ID-KA","20190.3748235295"
"2007","INDONESIA","ID","KALIMANTAN UTARA","ID-65","KALIMANTAN","ID-KA","16317.9914117642"
"2007","INDONESIA","ID","KEP. BANGKA BELITUNG","ID-19","SUMATERA","ID-SM","3391.34399999987"
"2007","INDONESIA","ID","KEP. RIAU","ID-21","SUMATERA","ID-SM","899.198470588241"
"2007","INDONESIA","ID","LAMPUNG","ID-18","SUMATERA","ID-SM","422.378117647064"
"2007","INDONESIA","ID","MALUKU","ID-81","MALUKU","ID-ML","1464.11011764707"
"2007","INDONESIA","ID","MALUKU UTARA","ID-82","MALUKU","ID-ML","2284.7477647059"
